graph,tags,nodes,edges,algorithm,crossings,mean_edge_length,edge_length_var,path_continuity,runtime_s,status
ugandan_village/health-advice_12,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",218,534,"edge_relaxation_stress(kr=0.1,kw=0.05)",5976,0.09092059818787802,0.0021093982487528796,69.79679678740403,65.13,ok
ugandan_village/health-advice_11,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",234,527,"edge_relaxation_stress(kr=0.1,kw=0.05)",4551,0.0865974785347807,0.002356982125303537,65.6594166757553,94.85,ok
ugandan_village/friendship-7,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",121,770,"edge_relaxation_stress(kr=0.1,kw=0.05)",26672,0.1208017020374403,0.004288746829757092,77.20378165463956,251.8,ok
urban_streets/los-angeles,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",240,339,"edge_relaxation_stress(kr=0.1,kw=0.05)",6,0.04336066529539788,0.00018317716015384393,48.45645094849332,23.49,ok
urban_streets/new-delhi,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",252,328,"edge_relaxation_stress(kr=0.1,kw=0.05)",1,0.037687512740369515,0.00012808749185041465,49.68988455602811,21.41,ok
urban_streets/new-york,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",248,418,"edge_relaxation_stress(kr=0.1,kw=0.05)",33,0.04964449076290241,0.0004732279001478739,44.72721151842515,42.02,ok
urban_streets/walnut-creek,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",169,196,"edge_relaxation_stress(kr=0.1,kw=0.05)",2,0.039603080421664445,0.0003701535432619346,50.22503492075912,7.34,ok
urban_streets/london,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",488,729,"edge_relaxation_stress(kr=0.1,kw=0.05)",3,0.02927923356105882,5.442159960597001e-05,48.64365787203456,87.08,ok
zebras,"[""Animal"", ""Metadata"", ""Social"", ""Unweighted""]",23,105,"edge_relaxation_stress(kr=0.1,kw=0.05)",540,0.14164256544076137,0.005640701947609383,27.72245637418273,1.17,ok
windsurfers,"[""Offline"", ""Social"", ""Weighted""]",43,336,"edge_relaxation_stress(kr=0.1,kw=0.05)",4059,0.231271189716913,0.009789688837014754,29.76636209570628,11.7,ok
urban_streets/vienna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",467,691,"edge_relaxation_stress(kr=0.1,kw=0.05)",3,0.035536801144522526,0.00012429169887990992,48.66245299420343,70.68,ok
ugandan_village/health-advice_16,"[""Multilayer"", ""Offline"", ""Social"", ""Unweighted""]",349,862,"edge_relaxation_stress(kr=0.1,kw=0.05)",16643,0.10103678387970574,0.0022061399015404753,66.1098031636174,161.98,ok
urban_streets/savannah,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",584,958,"edge_relaxation_stress(kr=0.1,kw=0.05)",2,0.029441849694885485,7.129857461241941e-05,46.02047251914355,118.97,ok
urban_streets/bologna,"[""Metadata"", ""Roads"", ""Transportation"", ""Unweighted""]",541,771,"edge_relaxation_stress(kr=0.1,kw=0.05)",10,0.02745004653742589,0.0001252959321622445,48.83816284657252,203.63,ok
